10000 99956
1031 9546 25
1031 8291 22
1032 5980 25
1032 867 22
1032 1563 21
1032 7510 28
1032 1154 27
1032 9486 18
1032 2841 11
1032 5438 16
1033 3684 16
1033 3431 28
1033 8615 11
1033 6647 20
1033 3750 17
1033 3889 28
1033 5600 28
1033 1706 13
1033 1664 25
1033 2932 19
1033 801 19
1033 5043 28
1033 286 12
1033 481 17
1033 5685 17
1034 5070 15
1034 2059 29
1034 3579 17
1034 1049 26
1034 857 27
1034 6304 23
1035 1599 17
1035 550 17
1035 6794 22
1035 1313 29
1035 1760 17
1035 4695 27
1035 2793 12
1035 9541 24
1036 7184 24
1036 2149 14
1036 8928 25
1036 1434 15
1036 9199 18
1036 1430 22
1036 525 12
1036 2483 22
1036 742 19
1036 9157 24
1036 9498 26
1036 7039 21
1036 2951 17
1037 4371 22
1037 6060 29
1037 190 11
1037 9341 13
1037 9159 21
1037 7396 18
1037 5296 15
1037 9170 16
1037 9709 18
1037 5450 18
1037 4332 25
1037 4472 18
1038 4047 13
1038 2568 21
1038 1219 27
1038 2041 29
1038 8846 15
1039 8510 19
1039 2245 16
1039 6360 29
1039 7562 25
1039 9668 16
1039 4141 16
1039 70 27
1040 2447 14
1040 3782 22
1040 2134 21
1040 8225 21
1040 4430 24
1040 9298 24
1040 6301 14
1040 4102 27
1041 231 15
1041 8711 15
1041 1709 24
1041 4151 28
1041 3775 12
1041 2539 18
1042 2903 25
1042 5153 19
1042 9483 11
1042 4896 29
1042 3847 23
1042 2345 12
1042 7817 25
1042 7429 12
1042 1114 22
1042 3282 29
1042 7599 12
1043 51 14
1043 9010 20
1043 4396 13
1043 9664 25
1043 6187 20
1043 3946 18
1043 7842 23
1043 9775 14
1043 3068 26
1043 8847 26
1043 7758 12
1044 5740 18
1044 3795 14
1044 8442 17
1044 5736 14
1044 2902 18
1044 4614 28
1044 803 13
1044 1589 11
1044 7328 11
1044 9 13
1045 7763 22
1045 2673 11
1045 4383 25
1045 187 26
1046 7514 16
1046 9194 13
1046 591 19
1046 9344 28
1046 335 23
1046 820 12
1046 7183 18
1047 6547 11
1047 1856 20
1047 2638 17
1047 6682 19
1047 266 24
1047 4576 27
1048 5155 25
1048 3444 11
1048 3529 20
1048 8690 25
1048 8756 20
1048 7658 17
1048 556 26
1049 6248 11
1049 6657 15
1049 9008 23
1049 6964 22
1049 5962 20
1049 3440 19
1049 289 25
1049 5703 20
1050 8872 14
1050 5968 19
1050 7294 12
1050 9916 17
1050 2659 15
1050 3927 23
1050 3575 14
1050 4530 23
1050 5481 16
1051 8187 18
1051 8631 14
1051 853 16
1051 5202 27
1051 9341 15
1051 1281 27
1051 6499 15
1051 8119 27
1052 960 23
1052 2468 14
1052 8341 22
1052 9036 24
1052 585 23
1052 9966 28
1052 1056 24
1052 7233 24
1052 672 27
1053 8674 21
1053 6932 26
1053 7188 12
1053 175 26
1053 8716 15
1053 515 28
1053 3745 11
1053 489 22
1054 8594 29
1054 6625 17
1054 9408 14
1054 4233 28
1054 7718 29
1054 9858 11
1054 5993 13
1054 5735 21
1055 4899 26
1055 2404 24
1055 8678 26
1055 8499 21
1055 2299 23
1055 3746 15
1055 8763 17
1055 2275 25
1055 9696 29
1055 768 22
1055 157 28
1055 4939 15
1055 801 15
1056 2902 19
1056 365 17
1056 1409 28
1056 5828 13
1056 6917 16
1056 1116 18
1056 731 22
1056 9440 17
1056 1929 19
1056 560 17
1056 3377 18
1057 1772 25
1057 3617 16
1057 3315 22
1057 1754 20
1057 8670 18
1057 2704 24
1057 7353 18
1057 1740 23
1057 9 28
1058 1691 16
1058 7951 22
1058 9509 12
1058 36 25
1058 3501 13
1058 3444 14
1058 4733 22
1058 6687 16
1058 5678 11
1058 9695 21
1058 8118 19
1058 7423 26
1058 4630 26
1058 2248 21
1058 6325 23
1058 2700 18
1059 1614 26
1059 9415 27
1059 3173 25
1059 6399 16
1059 7722 11
1059 9668 24
1059 5570 11
1059 1092 11
1059 668 25
1059 8705 19
1060 4071 12
1060 6205 18
1060 9703 24
1060 172 12
1060 6792 19
1060 1649 13
1060 7812 28
1061 6475 21
1061 548 26
1061 2572 15
1061 4445 19
1061 2820 20
1061 1372 25
1061 5411 29
1061 3754 24
1062 7214 14
1062 6165 20
1062 5501 25
1062 1361 29
1062 3035 16
1062 6742 19
1062 8814 15
1063 3385 18
1063 3040 29
1063 6299 13
1063 8202 23
1063 4794 12
1063 3528 15
1063 1445 26
1063 4784 20
1063 24 28
1063 8840 27
1063 3890 23
1063 2155 13
1063 2461 13
1063 6906 12
1064 4248 15
1064 7454 19
1064 521 13
1064 8702 24
1064 8868 16
1064 7866 14
1064 8329 17
1064 3206 28
1064 6057 15
1064 2252 22
1064 3976 28
1064 1439 15
1064 5085 17
1065 7766 21
1065 4510 14
1065 9606 20
1065 3924 18
1065 56 28
1065 6260 12
1065 7616 18
1065 9536 26
1065 4359 24
1065 1288 14
1065 1898 22
1065 5952 17
1065 428 16
1065 3200 21
1065 8637 27
1065 516 25
1066 4843 14
1066 3470 15
1066 9827 12
1066 6788 29
1066 4595 25
1066 6288 11
1067 9738 15
1067 8707 25
1067 4110 25
1067 4159 22
1067 4942 18
1068 4387 25
1068 5033 27
1068 9301 24
1068 8867 24
1068 8028 14
1068 6499 23
1068 8031 13
1068 682 21
1069 6118 12
1069 9928 17
1069 5093 11
1069 1283 24
1069 2490 25
1069 6513 18
1069 7949 29
1069 3806 13
1069 7716 21
1069 1939 16
1069 8625 17
1070 9988 23
1070 9482 29
1070 8915 20
1070 3524 20
1070 6492 29
1070 6104 22
1070 6667 14
1070 9618 11
1070 2759 12
1070 4211 20
1071 7863 17
1071 3905 24
1071 8231 19
1071 5920 28
1071 679 24
1071 590 24
1071 6510 13
1071 9835 12
1072 2832 18
1072 6958 23
1072 1571 16
1072 17 27
1072 8859 22
1072 1785 18
1072 8914 18
1072 5809 23
1072 8389 12
1072 3142 29
1073 6326 13
1073 4173 21
1073 1105 12
1073 9426 12
1073 5174 16
1073 6702 24
1073 9835 23
1074 6687 26
1074 9808 21
1074 4274 28
1074 8736 15
1074 7799 13
1074 6599 26
1074 8308 29
1074 8277 18
1074 1622 25
1075 7730 22
1075 1920 15
1075 9318 19
1075 3898 18
1075 1091 16
1075 7235 15
1075 6428 24
1075 4360 26
1075 8782 16
1075 2272 23
1076 8618 25
1076 1483 24
1076 8749 16
1076 6095 19
1076 199 26
1076 8918 20
1076 157 29
1076 9301 15
1076 8942 22
1077 1591 20
1077 8784 26
1077 9351 23
1077 5512 12
1077 891 13
1077 9778 18
1077 3921 21
1077 9356 17
1077 9744 23
1077 8265 12
1077 7681 18
1077 6854 18
1077 7369 29
1077 6778 23
1078 6120 29
1078 4626 21
1078 8419 20
1078 7694 21
1078 8252 20
1078 1659 29
1078 958 21
1078 9051 26
1078 3217 16
1078 1536 29
1079 4142 17
1079 8497 27
1079 9759 25
1079 6264 20
1079 7952 20
1079 2833 24
1079 4624 26
1079 2997 23
1079 8643 23
1080 6863 15
1080 6710 29
1080 3193 22
1080 3047 17
1080 5047 21
1080 1998 14
1080 2484 29
1081 5720 20
1081 5763 22
1081 3562 29
1081 3762 20
1081 9167 14
1081 5324 18
1082 1562 12
1082 3469 11
1082 8464 22
1082 631 11
1082 1895 20
1082 2458 11
1082 310 14
1082 9104 27
1082 7120 12
1082 9231 25
1083 1005 12
1083 8688 17
1083 6428 23
1083 2730 18
1083 7796 19
1083 1785 15
1083 2427 13
1083 6651 17
1083 7292 27
1083 1545 16
1083 4390 18
1083 3217 25
1083 8304 12
1084 698 27
1084 6290 29
1084 2419 28
1084 220 28
1084 7433 14
1084 9567 24
1084 5689 22
1085 2051 12
1085 5898 27
1085 6977 29
1085 9229 23
1085 5356 19
1085 895 19
1085 6771 25
1085 4828 28
1085 2180 12
1085 3552 13
1085 3562 21
1086 3494 23
1086 7849 23
1086 3794 24
1086 6743 29
1086 1420 28
1086 2453 15
1087 1597 23
1087 2412 27
1087 115 26
1087 7139 16
1087 5524 29
1087 456 29
1087 2789 27
1087 2502 15
1087 5755 19
1087 5441 28
1087 2914 27
1087 1595 21
1087 7443 27
1087 6322 25
1088 8030 29
1088 3618 19
1088 2315 14
1088 8942 24
1088 8411 13
1088 1975 18
1089 3858 25
1089 527 14
1089 7502 26
1089 561 19
1089 3509 17
1089 2863 23
1089 7199 20
1089 1882 15
1089 2567 12
1089 8084 25
1089 9932 20
1090 4922 16
1090 2849 25
1090 8552 26
1090 5150 22
1090 624 15
1090 3440 15
1090 385 26
1090 9108 11
1091 6354 21
1091 9589 25
1091 3905 17
1091 2327 11
1091 4072 18
1091 9305 25
1091 9267 21
1091 4043 13
1091 2974 15
1091 6427 25
1092 9893 25
1092 8634 28
1092 5333 14
1092 626 16
1093 2219 28
1093 9302 26
1093 8432 26
1093 5510 26
1093 2013 18
1093 2079 22
1093 9748 23
1093 8993 22
1093 5990 24
1093 3091 11
1093 9567 28
1093 2496 17
1094 2442 26
1094 5637 22
1094 8433 21
1094 5035 12
1094 1601 19
1094 5804 17
1094 7909 27
1094 8567 17
1094 1440 26
1094 4753 11
1094 1137 17
1094 1534 21
1095 2075 14
1095 8059 27
1095 7913 21
1095 2271 19
1095 6857 21
1095 9829 23
1095 121 29
1095 6166 29
1095 9840 15
1095 2009 24
1095 1794 17
1095 3261 29
1095 6163 15
1096 7366 24
1096 3990 14
1096 9805 14
1096 6413 23
1096 7535 16
1096 6436 20
1096 2310 24
1097 7747 26
1097 3369 14
1097 7415 19
1097 8237 24
1097 9254 28
1097 3036 19
1097 1940 16
1097 3092 20
1097 8931 21
1097 9293 26
1097 7685 16
1097 5177 29
1097 601 14
1098 3988 29
1098 1424 17
1098 4861 11
1098 3461 27
1098 2924 14
1099 5904 19
1099 1933 29
1099 9528 27
1099 1740 21
1099 271 23
1099 3497 17
1099 8635 17
1099 1105 12
1099 4920 29
1100 3406 22
1100 9148 20
1100 5868 24
1100 5534 15
1100 7659 27
1100 5630 19
1100 8761 27
1100 4716 16
1100 808 24
1100 6825 12
1100 456 16
1101 4582 20
1101 7015 11
1101 1950 18
1101 1348 24
1101 1784 12
1101 5416 18
1102 5018 17
1102 3979 23
1102 1804 29
1102 1318 14
1102 9849 22
1102 2167 23
1102 8415 27
1102 1603 19
1102 5144 24
1102 298 17
1102 2175 28
1103 6029 19
1103 9698 23
1103 1168 27
1103 522 27
1103 5537 26
1103 8856 14
1103 8640 19
1103 8967 12
1103 6576 26
1103 5209 15
1103 6795 21
1103 1921 25
1103 971 26
1103 4422 14
1103 5690 12
1103 9164 23
1103 7146 23
1104 8738 11
1104 8098 21
1104 5379 29
1104 7097 28
1104 522 11
1104 4519 26
1104 4322 21
1104 9714 12
1104 7596 25
1104 1066 16
1104 2138 17
1105 2031 25
1105 4905 22
1105 2433 18
1105 723 25
1105 2984 26
1105 7746 29
1105 4801 12
1105 7194 15
1105 881 17
1105 1802 11
1105 2686 22
1106 1364 18
1106 9823 15
1106 8775 14
1106 636 17
1106 7463 24
1106 8952 20
1106 8362 23
1106 4123 15
1106 2256 16
1107 2487 20
1107 6761 24
1107 7231 17
1107 1858 11
1107 6658 26
1107 2620 28
1107 1916 29
1108 3276 15
1108 5171 18
1108 7352 22
1108 9499 18
1108 9065 20
1108 4197 25
1108 54 28
1109 1656 27
1109 7507 27
1109 2272 22
1109 1984 24
1110 5990 22
1110 4430 26
1110 5895 19
1110 4467 13
1110 8690 18
1110 4393 25
1110 6177 24
1111 8724 19
1111 593 27
1111 3078 20
1111 6072 26
1111 7394 18
1111 402 14
1111 8040 15
1112 1011 19
1112 6102 13
1112 6661 21
1112 6358 25
1112 4765 22
1112 6365 20
1112 1333 11
1112 4048 20
1112 6978 22
1112 8010 19
1113 2323 22
1113 6337 25
1113 7991 14
1113 2619 22
1113 4978 20
1113 8002 26
1113 5050 21
1113 2093 26
1113 9857 28
1113 2504 26
1113 2716 19
1114 1133 19
1114 2251 27
1114 7485 18
1114 5113 17
1114 1500 23
1114 5381 14
1114 6019 27
1114 92 29
1114 1464 23
1114 2171 16
1115 6193 29
1115 5597 22
1115 5368 17
1115 9898 27
1115 4722 24
1115 3558 22
1115 9794 19
1115 1409 16
1116 6906 19
1116 9756 27
1116 7929 19
1116 9407 19
1116 9600 25
1116 4848 16
1116 1527 18
1116 9068 22
1116 1313 21
1116 6639 17
1117 9857 27
1117 4409 12
1117 1441 25
1117 9677 25
1117 8570 14
1117 1767 27
1117 5017 29
1117 6482 23
1117 2408 12
1117 4311 28
1118 7499 11
1118 3048 15
1118 1522 28
1118 2147 15
1118 6256 29
1118 3934 28
1118 9332 21
1118 7098 25
1118 6399 14
1118 9352 12
1118 3165 17
1118 6347 18
1118 4309 28
1118 3519 25
1119 6853 20
1119 16 26
1119 6808 29
1119 7528 15
1119 2275 28
1119 7970 15
1119 8426 26
1119 5417 22
1119 9686 13
1119 2524 24
1119 649 16
1119 3252 11
1119 2211 19
1119 1845 11
1119 4881 11
1120 7189 11
1120 533 20
1120 6355 16
1120 2729 23
1121 7786 19
1121 3451 14
1121 4714 25
1121 5149 26
1121 1849 27
1121 4840 15
1121 5259 24
1121 3537 18
1121 1083 15
1122 959 22
1122 9862 22
1122 3186 20
1122 9323 29
1122 4630 13
1122 4730 19
1122 6121 23
1123 1341 25
1123 6086 12
1123 3229 19
1123 7923 14
1123 7709 21
1123 3086 15
1123 5644 24
1123 6327 26
1123 6554 18
1124 6426 13
1124 368 26
1124 686 26
1124 7815 20
1124 9557 15
1124 4415 12
1124 9581 19
1125 1388 16
1125 5916 23
1125 2664 27
1125 402 26
1125 3944 28
1126 2602 26
1126 8014 18
1126 7715 24
1126 9588 23
1126 5896 27
1126 6452 16
1126 6017 21
1126 5177 20
1126 5693 27
1126 9120 14
1126 4391 17
1126 6688 11
1126 5472 21
1126 4434 13
1126 9943 27
1127 7038 21
1127 8781 23
1127 6591 15
1127 6940 17
1127 990 25
1127 4834 20
1128 5346 25
1128 4355 15
1128 2293 21
1128 5141 20
1128 3523 25
1128 4496 22
1128 3998 24
1128 2735 29
1129 5288 29
1129 9806 29
1129 7499 21
1129 8140 16
1129 5809 23
1129 6371 24
1129 5165 12
1129 792 20
1129 5907 24
1129 3693 26
1130 311 12
1130 4372 12
1130 1142 29
1130 1241 19
1130 6737 16
1130 5861 21
1130 4462 29
1130 1217 25
1130 2677 26
1130 2019 11
1130 7352 19
1130 1372 18
1130 7270 12
1131 1726 19
1131 1144 19
1131 4780 29
1131 5924 24
1131 5745 16
1131 8115 27
1132 2381 13
1132 3808 23
1132 3595 14
1132 6191 18
1132 3594 13
1132 7951 20
1132 6893 20
1132 818 16
1132 7495 11
1132 6617 18
1133 7813 20
1133 5132 17
1133 6442 26
1133 6053 26
1133 8732 18
1133 9835 12
1133 5943 29
1133 6642 21
1133 6367 27
1133 8396 22
1133 2352 28
1133 9632 11
1133 5387 24
1133 3164 28
1133 9484 16
1133 5607 28
1133 8299 18
1133 5856 29
1133 9129 19
1133 9099 16
1133 9286 23
1133 411 12
1134 2486 18
1134 1410 15
1134 8333 13
1134 4034 17
1134 8489 16
1134 8099 22
1134 5938 22
1135 2711 15
1135 6713 22
1135 92 22
1135 6182 17
1135 1849 17
1135 9141 11
1135 2925 13
1135 3027 22
1135 5684 19
1135 9853 12
1135 9295 16
1135 1735 24
1135 5364 11
1136 4016 14
1136 7733 14
1136 3559 17
1136 2309 25
1136 6554 29
1136 3975 11
1136 7262 21
1136 6456 27
1136 9722 16
1136 3360 16
1136 1047 22
1136 9492 24
1136 5611 17
1136 9204 13
1137 1506 17
1137 6787 19
1137 831 29
1137 8268 28
1137 4988 15
1137 8894 15
1137 8740 25
1137 2476 17
1137 3146 22
1137 7596 24
1138 2932 15
1138 4148 26
1138 7844 27
1138 7245 14
1138 2100 21
1138 2506 26
1138 3255 20
1138 6470 16
1138 8217 13
1138 820 28
1138 4503 29
1139 8356 12
1139 2183 25
1139 830 13
1139 776 20
1139 7574 16
1139 2725 29
1140 7653 29
1140 8393 26
1140 5181 22
1140 7018 20
1140 9263 12
1140 3163 18
1140 7429 17
1140 9865 19
1140 5314 27
1140 402 27
1141 5706 15
1141 7254 19
1141 9129 22
1141 4139 19
1141 3773 25
1141 8968 18
1141 4532 28
1142 3410 26
1142 8972 14
1142 9946 26
1142 1024 18
1142 9809 25
1142 1167 14
1142 4913 11
1143 419 23
1143 5520 12
1143 2063 18
1143 345 25
1143 7230 15
1143 4481 17
1143 8213 21
1144 7086 11
1144 6435 22
1144 310 26
1144 8759 12
1144 5901 11
1144 1735 17
1144 5743 16
1144 4555 24
1144 7346 29
1145 1705 24
1145 6070 25
1145 4906 25
1145 458 28
1145 9973 29
1145 3255 29
1145 3335 11
1146 7753 13
1146 8601 25
1146 3016 21
1146 6474 21
1146 743 13
1146 3752 15
1146 2705 24
1146 4731 23
1147 8587 29
1147 8658 22
1147 3726 13
1147 8864 22
1147 4896 18
1147 2367 21
1147 9108 25
1147 6248 16
1147 2976 20
1147 9616 20
1148 4742 17
1148 2335 22
1148 2347 27
1148 7122 17
1148 8144 11
1148 9148 22
1149 6179 20
1149 4554 27
1149 4178 12
1149 9255 11
1149 3493 17
1149 5646 13
1149 6274 12
1149 9446 20
1149 6576 28
1149 8967 20
1149 1139 23
1149 4872 13
1149 4716 23
1150 3287 27
1150 2525 26
1150 851 26
1150 8050 16
1150 710 27
1150 1390 16
1150 7848 22
1150 1570 17
1151 7658 13
1151 4655 22
1151 1948 25
1151 9635 25
1151 2259 21
1151 293 12
1151 8604 12
1151 3296 29
1151 2261 23
1151 3915 20
1151 5894 13
1152 2314 12
1152 3018 25
1152 4461 23
1152 6802 23
1152 2905 17
1152 808 12
1152 7420 27
1152 762 29
1152 2287 27
1153 693 13
1153 9365 16
1153 2162 22
1153 2124 24
1153 8263 21
1153 8937 17
1153 9491 18
1153 4067 12
1153 7052 11
1153 5439 13
1153 8683 22
1153 7904 20
1153 6493 24
1154 4153 26
1154 4066 24
1154 668 26
1154 4180 22
1154 3925 24
1155 6218 28
1155 5614 29
1155 5197 12
1155 7193 25
1155 4270 18
1155 3858 20
1155 9512 16
1155 7701 18
1155 4340 18
1155 8710 20
1155 22 15
1155 5519 21
1155 6126 25
1156 9122 13
1156 7379 16
1156 6200 13
1156 4243 28
1156 2899 18
1156 6998 26
1157 1813 23
1157 3615 17
1157 9483 29
1157 5187 29
1157 4876 19
1157 2672 27
1157 2012 22
1157 8940 24
1157 3972 23
1158 6800 29
1158 6410 28
1158 6710 20
1158 5074 13
1158 7332 25
1158 8652 16
1158 7905 24
1158 1029 18
1158 5807 18
1158 9588 26
1159 6916 18
1159 862 23
1159 5213 26
1159 3480 22
1159 8661 15
1159 8122 20
1159 9827 19
1159 2448 16
1159 278 24
1160 9775 20
1160 305 14
1160 5540 18
1160 2212 11
1160 9865 25
1160 1315 22
1160 7017 18
1161 2813 11
1161 8448 26
1161 5685 29
1161 460 25
1161 7161 21
1161 3131 15
1162 7162 15
1162 2546 28
1162 2129 15
1162 3396 23
1162 3893 21
1162 313 19
1162 8360 22
1162 5101 28
1162 9580 23
1162 5883 18
1162 5318 27
1162 6965 12
1162 9557 21
1163 7182 23
1163 1002 22
1163 6168 19
1163 2671 22
1163 2410 13
1163 4100 12
1163 394 20
1163 538 12
1163 4919 17
1163 1732 17
1163 1007 22
1163 3414 14
1164 2680 27
1164 5702 24
1164 255 25
1164 2259 24
1164 2927 14
1164 8777 24
1164 5218 13
1164 9478 22
1164 3110 22
1164 6339 17
1164 7287 21
1164 5386 21
1164 614 25
1164 8480 12
1165 36 13
1165 9526 16
1165 5007 25
1165 22 14
1165 8968 29
1165 6874 26
1165 6287 16
1165 2744 11
1165 3265 20
1165 989 19
1165 4440 11
1165 4473 13
1165 481 23
1165 3254 17
1165 2048 25
1166 6075 27
1166 1833 24
1166 7971 24
1166 85 26
1166 690 14
1166 5109 12
1166 5624 26
1166 54 12
1166 5313 19
1166 5440 21
1166 4776 11
1166 3080 18
1166 9945 14
1166 5709 17
1167 2049 19
1167 2491 27
1167 2268 18
1167 3130 18
1167 3590 23
1167 5964 25
1167 500 23
1167 7898 29
1167 622 17
1167 8759 17
1167 6953 29
1167 5876 15
1167 979 12
1168 3286 17
1168 6690 22
1168 7736 17
1168 6209 12
1168 50 23
1168 9327 14
1168 1537 15
1168 9778 15
1168 8204 22
1168 312 12
1168 7093 15
1168 8137 18
1169 1192 18
1169 6329 22
1169 3334 29
1169 148 19
1169 6795 11
1169 9656 20
1169 5875 23
1170 4137 23
1170 1284 27
1170 6839 14
1170 2974 27
1170 4749 21
1170 4460 25
1170 2530 20
1171 5858 29
1171 2258 16
1171 4088 15
1171 7533 25
1171 2674 14
1171 8756 17
1171 820 24
1172 3155 14
1172 3526 20
1172 9294 12
1172 3478 14
1172 6959 15
1172 3298 19
1172 4336 29
1172 5584 15
1172 2986 14
1172 2135 16
1172 531 24
1172 739 21
1173 6154 29
1173 410 22
1173 9396 29
1173 2298 20
1173 5029 22
1173 302 26
1174 4781 13
1174 3804 29
1174 4750 29
1174 7760 13
1174 5334 28
1175 4349 26
1175 1502 15
1175 2943 24
1175 9966 26
1175 7337 20
1175 207 27
1175 1840 22
1175 6527 20
1175 2214 11
1176 528 12
1176 8558 19
1176 1682 18
1176 3013 19
1176 8669 27
1176 7533 26
1176 8925 29
1176 2639 11
1177 8540 16
1177 370 22
1177 3540 17
1177 4761 27
1177 5950 14
1177 9005 27
1177 8171 27
1177 4255 11
1177 4332 28
1177 4543 20
1177 8833 14
1178 9778 14
1178 3280 20
1178 7537 17
1178 5241 27
1178 262 17
1178 9064 29
1178 1992 23
1178 4817 18
1178 3464 17
1178 6663 12
1179 8608 14
1179 7103 16
1179 8134 29
1179 3867 12
1179 3955 19
1179 5037 29
1179 172 11
1179 2523 29
1179 8260 21
1179 1973 23
1180 9441 28
1180 7932 20
1180 4907 15
1180 3805 27
1180 4359 20
1180 3694 15
1180 9300 20
1180 2768 26
1180 4756 14
1180 7539 12
1180 1648 17
1180 6858 25
1180 3545 15
1180 2427 26
1180 8662 22
1180 7597 14
1180 1227 15
1181 7734 18
1181 8325 19
1181 4429 18
1181 7365 20
1181 1422 27
1181 6361 21
1181 6110 28
1181 1415 26
1182 6971 13
1182 4891 28
1182 5626 19
1182 2833 13
1182 1557 19
1182 8465 17
1182 1488 16
1182 9599 13
1182 3985 20
1182 5553 23
1182 6510 25
1182 9764 17
1182 9232 22
1182 3315 11
1182 8032 16
1183 8716 15
1183 6281 29
1183 2336 29
1183 466 14
1183 4698 17
1183 826 17
1183 9285 20
1183 4970 13
1183 321 17
1183 629 15
1184 3360 21
1184 7823 16
1184 6118 29
1184 5228 21
1184 1391 26
1184 5342 24
1185 4397 29
1185 8838 26
1185 4674 27
1185 3387 23
1185 7805 14
1185 5607 23
1185 9454 20
1185 9372 27
1185 7568 14
1185 3974 29
1185 5380 22
1185 6471 29
1185 8714 29
1186 3990 14
1186 1748 22
1186 5291 23
1186 4531 26
1186 7337 16
1186 7931 22
1186 6879 26
1186 9068 18
1186 2637 19
1187 9551 12
1187 2119 22
1187 1830 17
1187 2941 12
1187 4201 16
1187 4076 23
1187 6100 29
1188 7212 18
1188 3794 15
1188 9147 23
1188 1516 19
1188 5251 26
1188 1453 26
1188 5458 15
1188 7898 23
1188 5681 12
1189 8714 24
1189 756 25
1189 8094 29
1189 9918 28
1189 5756 29
1189 1473 24
1189 4487 18
1190 7198 18
1190 3870 14
1190 8758 25
1190 283 14
1190 9339 21
1190 1699 14
1190 3548 16
1190 9665 15
1190 5671 25
1190 7165 23
1191 5644 19
1191 7745 26
1191 9144 29
1191 7659 18
1191 73 17
1191 6313 28
1191 4254 29
1191 6578 21
1192 5999 12
1192 5670 20
1192 5301 19
1192 5831 19
1192 4234 18
1192 5517 15
1192 796 24
1192 3276 19
1192 7091 12
1192 7160 29
1193 9403 27
1193 7844 18
1193 9045 25
1193 3583 29
1193 8838 16
1193 5417 29
1193 5330 22
1193 801 15
1193 3708 21
1193 8494 29
1193 7689 15
1193 5523 22
1193 8822 17
1194 8209 14
1194 2591 12
1194 5288 27
1194 8103 26
1194 1620 25
1194 8492 24
1194 1373 17
1195 1065 25
1195 490 28
1195 9719 20
1195 3514 17
1195 7869 16
1195 9457 24
1195 3957 24
1195 8986 18
1195 8693 25
1195 5885 29
1195 8134 15
1196 8570 27
1196 1842 13
1196 6993 14
1196 1943 11
1196 5862 22
1196 891 20
1196 7525 17
1196 4375 18
1197 887 19
1197 7168 24
1197 6235 14
1197 443 22
1197 6322 11
1197 4809 28
1197 7938 18
1197 1986 13
1197 5672 13
1198 2365 20
1198 8154 24
1198 5044 21
1198 9002 19
1198 7574 23
1198 9728 20
1198 3280 14
1198 6588 27
1198 7717 28
1198 875 25
1198 1241 17
1198 1228 23
1198 8032 13
1198 5425 20
1198 6690 23
1198 5521 12
1198 3975 17
1198 3242 17
1198 8527 19
1198 9945 20
1199 481 26
1199 9236 12
1199 4343 26
1199 9549 17
1199 8209 22
1199 1293 19
1199 3403 18
1199 4324 13
1199 2274 18
1200 7925 12
1200 9032 21
1200 2738 29
1200 8677 20
1200 8201 15
1200 8178 11
1200 7637 14
1200 3744 26
1200 3542 26
1201 8104 13
1201 3996 19
1201 1734 29
1201 7671 29
1201 7500 17
1201 3054 14
1201 227 22
1201 471 15
1202 3155 13
1202 1154 11
1202 293 14
1202 8372 22
1202 7376 24
1202 4826 29
1202 7684 29
1202 4690 21
1202 8495 17
1202 1754 25
1202 3680 20
1203 8892 23
1203 6456 12
1203 4479 15
1203 1629 28
1203 7765 14
1203 6691 25
1203 7393 22
1203 2858 16
1203 9793 20
1203 6208 16
1204 6328 24
1204 3073 14
1204 6021 28
1204 1873 15
1204 3130 15
1204 9689 14
1204 5732 23
1204 733 13
1204 714 20
1204 8273 20
1204 8315 26
1204 8510 29
1204 6381 13
1204 5121 11
1204 5688 20
1204 139 15
1204 5442 21
1204 273 24
1205 8857 12
1205 9401 23
1205 407 11
1205 3597 19
1205 575 25
1205 5913 27
1205 2443 14
1205 7445 11
1205 4712 19
1205 7234 23
1206 1167 14
1206 5671 23
1206 3041 23
1206 6304 11
1206 6604 27
1206 314 11
1206 4226 13
1206 6750 11
1206 6088 22
1206 5582 23
1207 7958 19
1207 7417 28
1207 3525 29
1207 3334 22
1207 9387 29
1207 1432 22
1207 6889 21
1207 3712 24
1207 1051 18
1207 3914 29
1207 6402 21
1207 8788 19
1208 6429 15
1208 9078 16
1208 5745 17
1208 9208 23
1208 2134 26
1208 2953 21
1208 3610 24
1208 1635 23
1208 3544 27
1208 6572 19
1208 6287 24
1208 3396 16
1208 8876 15
1208 2606 18
1208 3134 11
1208 2678 13
1208 3887 15
1208 4433 14
1209 5287 28
1209 5561 18
1209 6507 29
1209 878 29
1209 803 16
1209 7304 17
1209 2218 15
1209 4688 20
1209 6040 23
1209 6168 20
1209 1777 11
1210 5736 16
1210 9760 22
1210 374 19
1210 1655 17
1210 9535 23
1210 4496 18
1210 949 21
1210 8095 17
1210 5825 13
1210 5153 22
1210 597 23
1210 7365 11
1210 3828 15
1211 2014 12
1211 4439 28
1211 9296 23
1211 9508 18
1211 9478 28
1211 5516 17
1211 8737 27
1211 1427 29
1211 8614 26
1211 5161 25
1212 3546 12
1212 8536 12
1212 7851 12
1212 2445 18
1212 9432 27
1212 2791 25
1212 7344 20
1212 4395 22
1212 2494 14
1212 9865 23
1212 7057 19
1212 315 29
1212 8970 25
1213 8155 23
1213 9164 14
1213 6474 23
1213 1733 17
1213 6680 26
1213 5231 25
1213 2119 28
1213 369 12
1213 960 14
1214 334 24
1214 5218 15
1214 4118 29
1214 766 18
1214 2937 21
1214 6122 13
1214 1243 23
1214 6763 20
1214 6490 22
1214 3030 18
